0.1,1.0E-4,1381000.0
0.1,2.0E-4,1242400.0
0.1,3.0E-4,1161400.0
0.1,4.0E-4,1103800.0
0.1,5.0E-4,1059200.0
0.1,6.0E-4,1022800.0
0.1,7.0E-4,992000.0
0.1,8.0E-4,965200.0
0.1,9.0E-4,941800.0
0.1,0.001,920600.0
0.15,1.0E-4,1462000.0
0.15,2.0E-4,1323400.0
0.15,3.0E-4,1242400.0
0.15,4.0E-4,1184800.0
0.15,5.0E-4,1140200.0
0.15,6.0E-4,1103800.0
0.15,7.0E-4,1073000.0
0.15,8.0E-4,1046400.0
0.15,9.0E-4,1022800.0
0.15,0.001,1001800.0
0.2,1.0E-4,1519600.0
0.2,2.0E-4,1381000.0
0.2,3.0E-4,1300000.0
0.2,4.0E-4,1242400.0
0.2,5.0E-4,1197800.0
0.2,6.0E-4,1161400.0
0.2,7.0E-4,1130600.0
0.2,8.0E-4,1103800.0
0.2,9.0E-4,1080200.0
0.2,0.001,1059200.0
0.25,1.0E-4,1564200.0
0.25,2.0E-4,1425600.0
0.25,3.0E-4,1344600.0
0.25,4.0E-4,1287000.0
0.25,5.0E-4,1242400.0
0.25,6.0E-4,1206000.0
0.25,7.0E-4,1175200.0
0.25,8.0E-4,1148400.0
0.25,9.0E-4,1125000.0
0.25,0.001,1103800.0
0.3,1.0E-4,1600600.0
0.3,2.0E-4,1462000.0
0.3,3.0E-4,1381000.0
0.3,4.0E-4,1323400.0
0.3,5.0E-4,1278800.0
0.3,6.0E-4,1242400.0
0.3,7.0E-4,1211600.0
0.3,8.0E-4,1184800.0
0.3,9.0E-4,1161400.0
0.3,0.001,1140200.0
0.35,1.0E-4,1631400.0
0.35,2.0E-4,1492800.0
0.35,3.0E-4,1411800.0
0.35,4.0E-4,1354200.0
0.35,5.0E-4,1309600.0
0.35,6.0E-4,1273200.0
0.35,7.0E-4,1242400.0
0.35,8.0E-4,1215800.0
0.35,9.0E-4,1192200.0
0.35,0.001,1171200.0
0.4,1.0E-4,1658000.0
0.4,2.0E-4,1519600.0
0.4,3.0E-4,1438400.0
0.4,4.0E-4,1381000.0
0.4,5.0E-4,1336400.0
0.4,6.0E-4,1300000.0
0.4,7.0E-4,1269000.0
0.4,8.0E-4,1242400.0
0.4,9.0E-4,1218800.0
0.4,0.001,1197800.0
0.45,1.0E-4,1681600.0
0.45,2.0E-4,1543000.0
0.45,3.0E-4,1462000.0
0.45,4.0E-4,1404600.0
0.45,5.0E-4,1359800.0
0.45,6.0E-4,1323400.0
0.45,7.0E-4,1292600.0
0.45,8.0E-4,1266000.0
0.45,9.0E-4,1242400.0
0.45,0.001,1221400.0
0.5,1.0E-4,1702600.0
0.5,2.0E-4,1564200.0
0.5,3.0E-4,1483000.0
0.5,4.0E-4,1425600.0
0.5,5.0E-4,1381000.0
0.5,6.0E-4,1344600.0
0.5,7.0E-4,1313600.0
0.5,8.0E-4,1287000.0
0.5,9.0E-4,1263400.0
0.5,0.001,1242400.0
0.55,1.0E-4,1721800.0
0.55,2.0E-4,1583200.0
