0.1,0.99,91800.0
0.1,0.991,102000.0
0.1,0.992,114800.0
0.1,0.993,131200.0
0.1,0.994,153200.0
0.1,0.995,183800.0
0.1,0.996,229800.0
0.1,0.997,306600.0
0.1,0.998,460200.0
0.1,0.999,920600.0
1.1,0.99,139400.0
1.1,0.991,155000.0
1.1,0.992,174400.0
1.1,0.993,199400.0
1.1,0.994,232800.0
1.1,0.995,279600.0
1.1,0.996,349600.0
1.1,0.997,466200.0
1.1,0.998,699800.0
1.1,0.999,1400000.0
2.1,0.99,152400.0
2.1,0.991,169400.0
2.1,0.992,190600.0
2.1,0.993,217800.0
2.1,0.994,254400.0
2.1,0.995,305400.0
2.1,0.996,381800.0
2.1,0.997,509400.0
2.1,0.998,764400.0
2.1,0.999,1529200.0
3.1,0.99,160000.0
3.1,0.991,178000.0
3.1,0.992,200200.0
3.1,0.993,229000.0
3.1,0.994,267200.0
3.1,0.995,320800.0
3.1,0.996,401200.0
3.1,0.997,535200.0
3.1,0.998,803200.0
3.1,0.999,1607200.0
4.1,0.99,165600.0
4.1,0.991,184200.0
4.1,0.992,207200.0
4.1,0.993,237000.0
4.1,0.994,276600.0
4.1,0.995,332000.0
4.1,0.996,415200.0
4.1,0.997,553800.0
4.1,0.998,831200.0
4.1,0.999,1663000.0
5.1,0.99,170000.0
5.1,0.991,189000.0
5.1,0.992,212600.0
5.1,0.993,243200.0
5.1,0.994,283800.0
5.1,0.995,340800.0
5.1,0.996,426000.0
5.1,0.997,568400.0
5.1,0.998,853000.0
5.1,0.999,1706600.0
6.1,0.99,173600.0
6.1,0.991,193000.0
6.1,0.992,217200.0
6.1,0.993,248200.0
6.1,0.994,289800.0
6.1,0.995,347800.0
6.1,0.996,435000.0
6.1,0.997,580200.0
6.1,0.998,870800.0
6.1,0.999,1742400.0
7.1,0.99,176600.0
7.1,0.991,196200.0
7.1,0.992,221000.0
7.1,0.993,252600.0
7.1,0.994,294800.0
7.1,0.995,354000.0
7.1,0.996,442600.0
7.1,0.997,590400.0
7.1,0.998,886000.0
7.1,0.999,1772800.0
8.1,0.99,179200.0
8.1,0.991,199200.0
8.1,0.992,224200.0
8.1,0.993,256400.0
8.1,0.994,299200.0
8.1,0.995,359200.0
8.1,0.996,449200.0
8.1,0.997,599200.0
8.1,0.998,899200.0
8.1,0.999,1799200.0
9.1,0.99,181600.0
9.1,0.991,201800.0
9.1,0.992,227000.0
9.1,0.993,259600.0
9.1,0.994,303000.0
9.1,0.995,363800.0
9.1,0.996,455000.0
9.1,0.997,607000.0
9.1,0.998,910800.0
9.1,0.999,1822400.0
10.1,0.99,183600.0
10.1,0.991,204000.0
10.1,0.992,229600.0
10.1,0.993,262600.0
10.1,0.994,306600.0
10.1,0.995,368000.0
10.1,0.996,460200.0
10.1,0.997,613800.0
10.1,0.998,921200.0
10.1,0.999,1843200.0
11.1,0.99,185400.0
11.1,0.991,206200.0
11.1,0.992,232000.0
11.1,0.993,265400.0
11.1,0.994,309600.0
11.1,0.995,371800.0
11.1,0.996,465000.0
11.1,0.997,620200.0
11.1,0.998,930600.0
11.1,0.999,1862200.0
12.1,0.99,187200.0
12.1,0.991,208000.0
12.1,0.992,234200.0
12.1,0.993,267800.0
12.1,0.994,312600.0
12.1,0.995,375200.0
12.1,0.996,469200.0
12.1,0.997,625800.0
12.1,0.998,939200.0
12.1,0.999,1879400.0
13.1,0.99,188800.0
13.1,0.991,209800.0
13.1,0.992,236200.0
13.1,0.993,270000.0
13.1,0.994,315200.0
13.1,0.995,378400.0
13.1,0.996,473200.0
13.1,0.997,631200.0
13.1,0.998,947200.0
13.1,0.999,1895200.0
14.1,0.99,190200.0
14.1,0.991,211400.0
14.1,0.992,238000.0
14.1,0.993,272200.0
14.1,0.994,317600.0
14.1,0.995,381400.0
14.1,0.996,476800.0
14.1,0.997,636000.0
14.1,0.998,954600.0
14.1,0.999,1910000.0
