0.5,0.9,7600.0
0.5,0.91,8400.0
0.5,0.92,9400.0
0.5,0.93,10800.0
0.5,0.94,12800.0
0.5,0.95,15400.0
0.5,0.96,19200.0
0.5,0.97,25800.0
0.5,0.98,38800.0
0.5,0.99,78000.0
1.0,0.9,8800.0
1.0,0.91,9800.0
1.0,0.92,11200.0
1.0,0.93,12800.0
1.0,0.94,15000.0
1.0,0.95,18000.0
1.0,0.96,22600.0
1.0,0.97,30400.0
1.0,0.98,45600.0
1.0,0.99,91800.0
1.5,0.9,9600.0
1.5,0.91,10800.0
1.5,0.92,12200.0
1.5,0.93,14000.0
1.5,0.94,16200.0
1.5,0.95,19600.0
1.5,0.96,24600.0
1.5,0.97,33000.0
1.5,0.98,49800.0
1.5,0.99,99800.0
2.0,0.9,10200.0
2.0,0.91,11400.0
2.0,0.92,12800.0
2.0,0.93,14800.0
2.0,0.94,17200.0
2.0,0.95,20800.0
2.0,0.96,26000.0
2.0,0.97,34800.0
2.0,0.98,52600.0
2.0,0.99,105600.0
2.5,0.9,10600.0
2.5,0.91,11800.0
2.5,0.92,13400.0
2.5,0.93,15400.0
2.5,0.94,18000.0
2.5,0.95,21600.0
2.5,0.96,27200.0
2.5,0.97,36400.0
2.5,0.98,54800.0
2.5,0.99,110000.0
3.0,0.9,11000.0
3.0,0.91,12200.0
3.0,0.92,13800.0
3.0,0.93,15800.0
3.0,0.94,18600.0
3.0,0.95,22400.0
3.0,0.96,28000.0
3.0,0.97,37600.0
3.0,0.98,56600.0
3.0,0.99,113600.0
3.5,0.9,11200.0
3.5,0.91,12600.0
3.5,0.92,14200.0
3.5,0.93,16200.0
3.5,0.94,19000.0
3.5,0.95,23000.0
3.5,0.96,28800.0
3.5,0.97,38600.0
3.5,0.98,58000.0
3.5,0.99,116600.0
4.0,0.9,11400.0
4.0,0.91,12800.0
4.0,0.92,14400.0
4.0,0.93,16600.0
4.0,0.94,19400.0
4.0,0.95,23400.0
4.0,0.96,29400.0
4.0,0.97,39400.0
4.0,0.98,59400.0
4.0,0.99,119400.0
4.5,0.9,11600.0
4.5,0.91,13000.0
4.5,0.92,14800.0
4.5,0.93,17000.0
4.5,0.94,19800.0
4.5,0.95,24000.0
4.5,0.96,30000.0
4.5,0.97,40200.0
4.5,0.98,60600.0
4.5,0.99,121600.0
5.0,0.9,11800.0
5.0,0.91,13200.0
5.0,0.92,15000.0
5.0,0.93,17200.0
5.0,0.94,20200.0
5.0,0.95,24400.0
5.0,0.96,30600.0
5.0,0.97,41000.0
5.0,0.98,61600.0
5.0,0.99,123800.0
5.5,0.9,12000.0
5.5,0.91,13400.0
5.5,0.92,15200.0
5.5,0.93,17400.0
5.5,0.94,20400.0
5.5,0.95,24800.0
5.5,0.96,31000.0
5.5,0.97,41600.0
5.5,0.98,62600.0
5.5,0.99,125600.0
6.0,0.9,12200.0
6.0,0.91,13600.0
6.0,0.92,15400.0
6.0,0.93,17800.0
6.0,0.94,20800.0
6.0,0.95,25000.0
6.0,0.96,31400.0
6.0,0.97,42200.0
6.0,0.98,63400.0
6.0,0.99,127400.0
6.5,0.9,12400.0
6.5,0.91,13800.0
6.5,0.92,15600.0
6.5,0.93,18000.0
6.5,0.94,21000.0
6.5,0.95,25400.0
6.5,0.96,31800.0
6.5,0.97,42600.0
6.5,0.98,64200.0
6.5,0.99,129000.0
7.0,0.9,12600.0
7.0,0.91,14000.0
7.0,0.92,15800.0
7.0,0.93,18200.0
7.0,0.94,21200.0
7.0,0.95,25600.0
7.0,0.96,32200.0
7.0,0.97,43200.0
7.0,0.98,65000.0
7.0,0.99,130400.0
7.5,0.9,12600.0
7.5,0.91,14200.0
7.5,0.92,16000.0
7.5,0.93,18400.0
7.5,0.94,21400.0
7.5,0.95,26000.0
7.5,0.96,32600.0
7.5,0.97,43600.0
7.5,0.98,65600.0
7.5,0.99,131800.0
8.0,0.9,12800.0
8.0,0.91,14200.0
8.0,0.92,16200.0
8.0,0.93,18600.0
8.0,0.94,21800.0
8.0,0.95,26200.0
8.0,0.96,32800.0
8.0,0.97,44000.0
8.0,0.98,66200.0
8.0,0.99,133200.0
8.5,0.9,13000.0
8.5,0.91,14400.0
8.5,0.92,16200.0
8.5,0.93,18600.0
8.5,0.94,22000.0
8.5,0.95,26400.0
8.5,0.96,33200.0
8.5,0.97,44400.0
8.5,0.98,66800.0
8.5,0.99,134400.0
9.0,0.9,13000.0
9.0,0.91,14600.0
9.0,0.92,16400.0
9.0,0.93,18800.0
9.0,0.94,22000.0
9.0,0.95,26600.0
9.0,0.96,33400.0
9.0,0.97,44800.0
9.0,0.98,67400.0
9.0,0.99,135400.0
9.5,0.9,13200.0
9.5,0.91,14600.0
9.5,0.92,16600.0
9.5,0.93,19000.0
9.5,0.94,22200.0
9.5,0.95,26800.0
9.5,0.96,33600.0
9.5,0.97,45200.0
9.5,0.98,68000.0
9.5,0.99,136600.0
10.0,0.9,13200.0
10.0,0.91,14800.0
10.0,0.92,16600.0
10.0,0.93,19200.0
10.0,0.94,22400.0
10.0,0.95,27000.0
10.0,0.96,34000.0
10.0,0.97,45400.0
10.0,0.98,68400.0
10.0,0.99,137600.0
10.5,0.9,13400.0
10.5,0.91,14800.0
10.5,0.92,16800.0
10.5,0.93,19200.0
10.5,0.94,22600.0
10.5,0.95,27200.0
10.5,0.96,34200.0
10.5,0.97,45800.0
10.5,0.98,69000.0
10.5,0.99,138600.0
11.0,0.9,13400.0
11.0,0.91,15000.0
11.0,0.92,16800.0
11.0,0.93,19400.0
11.0,0.94,22800.0
11.0,0.95,27400.0
11.0,0.96,34400.0
11.0,0.97,46000.0
11.0,0.98,69400.0
11.0,0.99,139400.0
11.5,0.9,13400.0
11.5,0.91,15000.0
11.5,0.92,17000.0
